time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),relative_humidity_2m_mean (%)
2017-10-13,24.3,25.9,23.1,30.80,87
2017-10-14,27.2,31.0,24.3,1.00,78
2017-10-15,27.4,31.1,24.3,1.40,80
2017-10-16,27.1,31.1,23.4,0.40,80
2017-10-17,27.5,31.6,23.7,0.00,74
2017-10-18,28.1,32.4,24.2,0.00,73
2017-10-19,27.5,31.6,23.5,0.10,77
2017-10-20,27.8,31.3,25.0,0.00,78
2017-10-21,27.6,31.8,24.0,3.00,80
2017-10-22,27.1,31.0,23.7,3.10,79
2017-10-23,27.4,31.0,24.0,2.70,79
2017-10-24,26.3,30.5,23.9,3.50,86
2017-10-25,26.1,29.5,23.6,12.00,86
2017-10-26,26.1,29.3,23.9,6.50,87
2017-10-27,25.3,28.4,23.0,17.00,89
2017-10-28,26.3,30.0,23.3,7.80,84
2017-10-29,25.6,28.9,23.1,11.20,89
2017-10-30,25.6,29.2,23.2,11.40,86
2017-10-31,25.5,27.6,23.4,19.10,89
2017-11-01,26.2,29.5,23.5,6.60,86
2017-11-02,25.8,29.7,23.5,16.60,88
2017-11-03,25.2,28.2,22.9,35.80,91
2017-11-04,24.4,26.0,23.4,58.60,92
2017-11-05,24.4,26.0,23.2,76.70,92
2017-11-06,25.7,29.1,23.5,15.20,89
2017-11-07,26.0,29.9,23.1,16.90,87
2017-11-08,25.7,28.8,23.6,3.10,82
2017-11-09,25.8,29.8,23.2,12.10,88
2017-11-10,25.4,27.6,23.9,14.70,89
2017-11-11,25.4,27.5,23.9,7.50,87
2017-11-12,25.8,28.8,24.0,9.60,85
2017-11-13,26.6,30.2,23.3,13.10,84
2017-11-14,25.3,27.7,23.5,10.90,89
2017-11-15,26.1,29.9,23.0,7.50,85
2017-11-16,26.1,29.8,23.0,19.20,86
2017-11-17,26.2,30.5,23.5,8.50,86
2017-11-18,25.9,29.5,23.0,11.10,87
2017-11-19,25.7,30.0,22.8,1.50,89
2017-11-20,26.5,30.4,23.9,2.30,85
2017-11-21,25.9,29.2,23.1,9.00,89
2017-11-22,26.2,29.6,23.3,7.30,86
2017-11-23,25.8,29.1,23.9,27.60,90
2017-11-24,25.8,29.2,23.5,14.70,89
2017-11-25,26.0,29.6,23.6,24.30,88
2017-11-26,25.6,28.5,24.4,4.50,90
2017-11-27,25.5,28.8,23.5,30.40,90
2017-11-28,25.4,28.5,24.0,9.10,88
2017-11-29,24.9,27.2,23.4,4.20,89
2017-11-30,25.3,28.5,23.8,22.60,88
2017-12-01,26.5,30.5,24.3,7.90,83
2017-12-02,27.1,30.6,23.9,10.80,83
2017-12-03,26.0,29.5,23.5,24.00,87
2017-12-04,26.4,29.3,24.3,14.70,85
2017-12-05,26.7,29.9,23.9,7.10,83
2017-12-06,26.9,30.7,23.6,3.50,80
2017-12-07,26.4,29.6,24.2,15.30,83
2017-12-08,25.7,29.0,23.3,21.20,88
2017-12-09,25.6,28.6,22.6,8.30,85
2017-12-10,25.9,29.2,23.3,3.80,86
2017-12-11,25.4,28.1,23.1,9.80,89
2017-12-12,25.5,28.4,23.0,14.80,86
2017-12-13,25.5,28.5,22.9,6.20,87
2017-12-14,25.4,28.7,23.1,1.60,88
2017-12-15,25.8,29.0,23.0,2.50,86
2017-12-16,25.4,28.2,23.3,2.20,87
2017-12-17,26.4,30.0,22.4,0.00,76
2017-12-18,26.8,30.5,23.8,0.40,75
2017-12-19,25.7,29.5,23.3,10.00,84
2017-12-20,24.6,26.2,22.5,15.50,89
2017-12-21,25.5,29.6,22.6,2.20,84
2017-12-22,26.0,29.6,22.8,2.90,82
2017-12-23,26.0,28.8,23.5,3.80,84
2017-12-24,25.2,29.0,22.6,24.00,90
2017-12-25,25.2,29.0,22.6,9.70,89
2017-12-26,25.4,29.9,22.9,36.90,89
2017-12-27,25.3,27.8,23.6,16.30,89
2017-12-28,26.2,29.7,23.4,15.10,86
2017-12-29,26.1,30.1,23.6,13.90,88
2017-12-30,25.9,29.8,23.0,3.10,86
2017-12-31,26.1,29.5,23.1,3.70,81
2018-01-01,24.6,27.0,23.2,26.50,91
2018-01-02,25.9,28.3,23.5,10.60,85
2018-01-03,24.8,26.2,23.1,17.60,90
2018-01-04,25.8,29.6,23.4,16.40,87
2018-01-05,24.5,25.8,23.0,45.40,91
2018-01-06,26.4,29.9,23.1,0.00,81
2018-01-07,26.4,30.1,23.2,1.80,82
2018-01-08,26.0,28.9,23.5,5.80,84
2018-01-09,25.2,27.8,23.5,26.20,87
2018-01-10,24.8,28.2,21.9,16.30,89
2018-01-11,23.4,25.0,21.6,30.70,89
2018-01-12,22.7,23.9,21.0,16.40,87
2018-01-13,24.1,27.0,22.0,6.80,87
2018-01-14,24.6,28.0,21.2,0.00,78
2018-01-15,24.8,28.3,22.2,0.30,83
2018-01-16,25.3,28.8,22.5,6.40,83
2018-01-17,26.3,30.0,23.1,7.10,82
2018-01-18,25.3,28.8,23.0,33.50,88
2018-01-19,25.1,27.7,22.5,15.00,88
