name,taxid,ERR14789363,ERR14789354,ERR14789359,ERR14789366,ERR14789356,ERR14789361,ERR14789364,ERR14789353,ERR14789350,ERR14789367,ERR14789362,ERR14789355,ERR14789358,ERR14789365,ERR14789357,ERR14789360,ERR14789266,ERR14789263,ERR14789272,ERR14789259,ERR14789269,ERR14789264,ERR14789261,ERR14789270,ERR14789262,ERR14789273,ERR14789267,ERR14789260,ERR14789271,ERR14789268,ERR14789265,ERR14789310,ERR14789309,ERR14789315,ERR14789318,ERR14789312,ERR14789320,ERR14789317,ERR14789308,ERR14789314,ERR14789319,ERR14789311,ERR14789321,ERR14789316,ERR14789307,ERR14789313,ERR14789380,ERR14789372,ERR14789377,ERR14789382,ERR14789370,ERR14789375,ERR14789369,ERR14789378,ERR14789376,ERR14789381,ERR14789373,ERR14789374,ERR14789368,ERR14789379,ERR14789371,ERR14789288,ERR14789294,ERR14789285,ERR14789291,ERR14789296,ERR14789287,ERR14789282,ERR14789293,ERR14789290,ERR14789289,ERR14789295,ERR14789284,ERR14789283,ERR14789292,ERR14789297,ERR14789286,ERR14789183,ERR14789186,ERR14789179,ERR14789190,ERR14789176,ERR14789189,ERR14789184,ERR14789175,ERR14789178,ERR14789187,ERR14789182,ERR14789188,ERR14789177,ERR14789185,ERR14789336,ERR14789348,ERR14789345,ERR14789340,ERR14789334,ERR14789347,ERR14789339,ERR14789342,ERR14789341,ERR14789337,ERR14789344,ERR14789343,ERR14789335,ERR14789346,ERR14789338,ERR14789327,ERR14789322,ERR14789333,ERR14789328,ERR14789325,ERR14789331,ERR14789323,ERR14789332,ERR14789326,ERR14789330,ERR14789329,ERR14789324
                Kemicevirus,2842792,,0.16,0.14,0.11,,,,0.18,,,,0.39,1.99,0.21,,0.13,0.42,4.65,0.19,0.19,,0.17,0.22,0.22,0.12,0.18,0.31,0.22,0.19,0.35,0.52,,1.26,0.77,1.44,0.89,0.5,1.05,1.08,0.84,0.72,,1.68,1.01,0.3,1.42,0.38,0.54,,0.32,0.47,0.64,,0.23,0.49,0.61,0.81,0.59,0.33,0.75,0.48,,0.42,,,0.08,,,0.2,,,,0.09,,,,0.43,0.08,0.07,,0.39,0.47,0.18,0.15,0.45,,0.26,,0.37,,0.31,0.71,0.2,0.25,,0.92,,,,0.49,,,0.28,,,0.61,,,,,0.05,,,0.11,0.04,,,
              Kenoshavirus,2842796,,,,,,,,,,,,,,,,,,,0.18,0.18,,,0.14,0.21,0.2,,,0.15,0.15,,,,,,,,,,,,0.19,0.16,,,,,,,,,,,,,,0.44,,,,,0.35,0.27,,,0.33,0.11,0.41,,,0.3,0.13,0.11,0.18,0.29,0.32,0.27,,,0.07,0.44,0.12,0.21,,,,,0.16,,0.17,,,0.51,1.13,,,1.58,0.07,,,3.41,,1.52,0.17,1.7,,,,1.03,0.34,,0.1,0.19,,0.12,0.09,0.17,,
                Kihryuvirus,2842799,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Kinglevirus,2842802,,,,,,,,0.19,,,0.42,,0.13,,0.18,,,,,,,,,0.39,,0.38,,0.07,0.53,,,,1.01,8.78,2.37,2.03,1.45,0.97,,1.64,0.6,,2.4,0.68,,0.84,0.23,,5.08,0.93,0.39,1.21,0.44,5.57,0.45,0.3,,0.94,,,0.35,,,,,,,,,,,,,,,,,0.02,0.06,,,,0.26,,,,,,0.13,,,2.19,0.57,1.57,,1.48,0.73,3.77,9.34,3.53,0.01,0.83,1.64,7.17,0.51,4.89,2.78,1.81,0.72,12.66,2.44,0.2,7.72,0.09,0.55,35.49,5.37,5.65
                Kohmavirus,2842807,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,0.21,,0.41,0.45,,0.24,,0.45,0.78,0.74,0.31,,,0.38,,,,,,,,,,,,,,,,,0.04,,,0.24,0.32,0.39,,,,0.15,,0.62,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,
                Kowinovirus,2842810,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,
                Kuhshuvirus,2842813,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Lasallevirus,2842819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Limaivirus,2842826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Littlefixvirus,2842828,,,,,,,,,,,,,,,,,,,0.59,,,,0.08,0.22,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,
                  Lonzbavirus,2842833,,0.12,,,,,,,,0.12,,,,,0.19,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Luthavirus,2842838,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Mahraivirus,2842846,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.37,
              Manuelvirus,2842852,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Matsuvirus,2842857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Mekintivirus,2842861,,,,,,,,0.07,,,,,,,,,,,,0.09,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,0.15,,,,,,,
                Melvirus,2842862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Mintuvirus,2842872,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Molucevirus,2842877,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Mooreparkvirus,2842881,,,,,,,,0.07,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,1.07,0.29,,,,,,,0.24,,,,,,,,,,,,0.04,,,
              Mydovirus,2842888,,,,,,,,0.03,,,,,,,,,,,,0.18,,0.31,0.13,,0.21,,,0.1,,0.19,,,0.44,1.78,0.43,,0.89,0.32,0.36,0.83,0.28,0.29,,0.26,0.82,0.36,,,,,,,,,,,,,,0.39,,,,,0.2,,0.14,0.73,,0.22,1.25,0.89,0.13,,0.09,0.13,,0.03,0.23,,0.18,0.15,,0.18,,,0.17,,0.15,,0.15,,,,,,,,0.74,,,,,,,,,,,,,,,0.06,,,,
                  Nahantvirus,2842892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,
                Nehpavirus,2842897,,0.13,,,,,,0.31,,,,,,,,0.06,0.8,14.89,0.19,0.09,,,0.22,,0.09,0.31,,0.36,,0.96,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.16,,0.38,,,,0.22,,0.37,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,
              Nochtlivirus,2842908,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,0.22,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Pacinivirus,2842934,,,,,,,,,,,,,,,,,,,,,,0.16,0.09,,0.08,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Paundecimvirus,2842942,,,,0.11,,,,,,0.15,0.28,0.19,,0.44,,,,,,0.07,,,,,0.12,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,
                Paysduvirus,2842943,,0.07,,,,,,0.05,,,,,,,,,,7.81,0.51,0.6,,,,,0.78,0.29,,0.14,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,0.08,0.84,0.2,,,0.2,0.07,,,,,,,,,,,,0.29,0.88,0.07,0.28,0.08,0.66,0.05,3.03,1.69,
                Perrunavirus,2842953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Pokkenvirus,2842972,0.11,0.05,,,0.6,0.73,,,,0.13,0.18,,,,,,,,0.14,0.13,,,0.12,,0.1,,,0.1,0.29,,,,,,,,,,,,,0.11,,,,,,,,,,,0.2,,,,,,,,0.45,,,,0.08,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,0.05,0.03,,,
                  Pollockvirus,2842973,0.17,0.09,,,,,,,,,0.21,,,,,,,,,,,,0.18,,0.14,0.6,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,
                  Pourcelvirus,2842976,,0.05,,,0.43,0.65,,,,,,0.38,,0.24,,,,,,0.14,0.24,,0.11,,0.16,,,0.13,0.18,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,0.06,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Presleyvirus,2842977,,,,,,,,,,,,,,,,,0.24,,,0.18,,0.2,0.23,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Pseudotevenvirus,2842979,,,,,,,,,,,0.68,,,,,,,,,0.4,,0.16,0.09,,,,,0.13,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Pylasvirus,2842993,,0.06,,,,,,,,,,,,,,,0.42,,0.13,0.25,,0.5,0.33,,0.29,,0.23,0.56,,1.15,0.79,,,,,,,,,,0.1,0.28,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.19,,,0.03,,,,0.14,,,,0.28,0.15,,,0.24,,0.17,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Qubevirus,2842995,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Raunefjordenvirus,2843000,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Riverridervirus,2843008,,,,,,,,,,,0.2,,,,,,,,,0.09,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,
                  Sabourvirus,2843014,,0.06,,,,,,0.04,,,0.14,,,,,,0.24,,0.35,0.39,,0.62,0.42,0.24,0.33,0.26,,0.53,0.23,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,0.19,,,,,,,,,,0.09,,,,,,,,,,0.26,,,,,,,,,,,,,,,
                Salinovirus,2843017,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Secretariatvirus,2843027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,0.35,0.58,,,0.9,0.04,,,1.34,,1.25,,0.86,,,,,,,,,,0.05,,,,
                Shebanavirus,2843035,,,,,,,,,,,,0.31,,0.22,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
                Sholavirus,2843039,,0.99,0.07,,7.69,5.28,,0.03,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.18,0.24,,,,0.11,,0.16,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.1,,0.16,,
                  Siovirus,2843048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,
              Slepowronvirus,2843051,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Stehlmavirus,2843058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Stoningtonvirus,2843060,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Suhnsivirus,2843062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,
              Tanisvirus,2843069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.11,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.29,,,,,0.05,0.21,,0.23,,,,,,,,,,,,,,,,,,0.36,,,3.15,0.19,,1.36,1.46,,0.64,,0.65,,,,,,,,,,0.12,,,,
                Teciucevirus,2843073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Ticahravirus,2843092,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Tinytimothyvirus,2843096,,0.09,0.1,,,,,0.08,,0.13,,,,,,0.06,,,0.15,0.23,,,0.14,,0.1,,,,,,0.22,,,,0.27,,,,,,,0.12,,,0.49,,,0.21,,,,,,,,,,,0.17,0.42,,,,,0.07,0.06,,,,,,0.05,,,0.07,,,,,,,,,,,,,,,,,,,,0.52,0.13,,,,,,,,,,,,0.44,0.2,,,0.13,0.14,0.15,0.08,0.16,,
                  Veravirus,2843112,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Waedenswilvirus,2843122,,,,,,,,0.04,,,,,0.05,,,,,,0.16,0.16,,0.17,0.2,,0.14,,,0.15,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Wahdswovirus,2843124,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Warsawvirus,2843128,,,,,,,,,,,,0.72,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,0.03,,,,,,,,,,,,,
              Wongtaivirus,2843141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Yautsimvirus,2843147,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Yonginvirus,2843155,0.12,0.05,,,,,,,,,,,,,,,,,,0.09,,0.19,0.13,,0.08,,,0.08,0.16,,0.34,,,,,,,,,,0.15,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,0.03,,,,,,,,,,,,,
                  Zedzedvirus,2843159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Zicotriavirus,2843161,0.08,,,,,,,,,,,,,,,,,,,0.08,,,0.08,,0.13,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Zurivirus,2843162,,0.05,,,0.22,,,,,,,,,,,,,,,0.07,0.32,,0.1,0.26,0.09,,,,0.22,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,
              Aguilavirus,2843343,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Anjalivirus,2843346,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Astrithrvirus,2843350,0.39,0.15,0.13,,0.44,0.46,0.23,0.06,,0.24,0.35,0.29,0.11,0.28,,0.13,0.52,,0.43,0.52,0.25,1.81,0.66,0.54,0.82,0.48,0.31,0.67,0.37,0.4,1.41,,,,,,,,,0.46,0.22,0.21,,,,0.15,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,0.1,,,,,0.04,0.07,,0.28,,0.46,,,,0.39,,0.37,,0.13,0.39,0.13,,0.29,0.22,0.03,,,,0.01,0.45,0.24,,,0.44,,,,,0.04,0.12,,0.16,,,,
              Audreyjarvisvirus,2843351,0.18,0.07,0.15,0.14,,,,0.24,,0.35,,,0.07,0.38,,,1.75,5.59,2.63,4.99,0.65,4.1,4.17,0.6,4.5,1.83,1.82,0.7,0.39,0.76,1.94,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,0.26,,,0.35,0.31,,0.44,0.2,,0.34,,0.16,,0.54,0.66,0.21,,0.29,,,,0.28,,0.67,0.28,1.57,0.15,,,3.79,,2.5,,0.46,,0.35,0.43,0.59,0.18,,,,,0.02,0.55,0.48,,,1.63,,,,,0.06,,,0.14,0.05,,,
              Avanivirus,2843352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,0.31,,,,,,,,,,,,,,,,,,,,,,
                Bcepfunavirus,2843356,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Burrovirus,2843362,0.34,0.83,0.83,1.03,1.27,2.43,0.5,0.91,,1.39,0.79,0.76,0.36,1.43,0.65,0.54,1.47,1.8,1.37,1.97,0.38,1.3,1.49,0.99,2.64,1.7,1.22,0.9,0.7,0.79,1.67,,0.83,1.15,1.6,0.62,2.13,0.68,0.77,0.67,0.87,1.72,1.28,0.71,0.94,0.77,1.1,1.69,1.27,2.03,1.4,0.98,1.96,0.36,2.0,2.52,1.76,2.15,1.8,3.94,5.84,0.97,0.3,0.37,0.56,0.26,0.57,,0.49,0.62,0.28,0.34,0.71,0.98,0.4,0.45,0.85,0.05,0.36,3.47,0.5,1.49,0.62,1.37,2.63,2.7,1.01,1.53,0.54,3.66,0.61,1.32,0.38,0.52,4.97,0.47,0.08,,0.31,4.37,0.03,0.78,0.67,1.16,0.01,0.78,1.68,1.41,2.0,0.39,0.29,0.98,0.77,1.25,0.75,1.77,1.35,0.48
              Chopinvirus,2843365,,,,,,,,0.15,,,,,,,,,,,0.18,0.2,,0.34,0.12,,0.09,0.44,0.23,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Cimandefvirus,2843366,,,0.25,0.39,,,,,,,,,0.42,,0.67,0.09,,,,0.15,,,0.19,,0.12,,0.64,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Firingavirus,2843381,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Fremauxvirus,2843383,,,,,,,,0.15,,,,,,,,,0.27,,0.97,1.05,0.17,2.08,0.85,,0.99,1.32,0.58,0.21,0.11,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,0.09,,0.36,0.13,,,,,0.02,0.33,0.33,,,,,,,,,,,0.1,,,,
              Hattifnattvirus,2843390,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,0.69,,0.48,0.68,,,,,1.16,0.46,,0.44,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,
              Hnatkovirus,2843391,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Kanagawavirus,2843399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Klausavirus,2843401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,0.8,,,,,,,,0.55,,,0.46,,,,,,0.34,0.92,
                Labanvirus,2843408,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,0.07,,,,,,,,,,,,,,0.08,,,,,,0.25,,0.35,,,,,,0.58,0.28,,0.33,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Lafunavirus,2843410,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Lahexavirus,2843411,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
